ONE,BL,TWO,THREE
data,t,13449,22.345000
data,t,13450,22.345000
data,t,13451,22.345000
data,t,13452,22.345000
data,t,13453,22.345000
data,t,13454,22.345000
data,t,13455,22.345000
data,t,13456,22.345000
data,t,13457,22.345000
data,t,13458,22.345000
data,t,13459,22.345000
data,t,13460,22.345000
data,t,13461,22.345000
data,t,13462,22.345000
data,t,13463,22.345000
data,t,13464,22.345000
data,t,13465,22.345000
data,t,13466,22.345000
data,t,13467,22.345000
data,t,13468,22.345000
data,t,13469,22.345000
data,t,13470,22.345000
data,t,13471,22.345000
data,t,13472,22.345000
data,t,13473,22.345000
data,t,13474,22.345000
data,t,13475,22.345000
data,t,13476,22.345000
data,t,13477,22.345000
data,t,13478,22.345000
data,t,13479,22.345000
data,t,13480,22.345000
data,t,13481,22.345000
data,t,13482,22.345000
data,t,13483,22.345000
data,t,13484,22.345000
data,t,13485,22.345000
data,t,13486,22.345000
data,t,13487,22.345000
data,t,13488,22.345000
data,t,13489,22.345000
data,t,13490,22.345000
data,t,13491,22.345000
data,t,13492,22.345000
data,t,13493,22.345000
data,t,13494,22.345000
data,t,13495,22.345000
data,t,13496,22.345000
data,t,13497,22.345000
data,t,13498,22.345000
data,t,13499,22.345000
data,t,13500,22.345000
data,t,13501,22.345000
data,t,13502,22.345000
data,t,13503,22.345000
data,t,13504,22.345000
data,t,13505,22.345000
data,t,13506,22.345000
data,t,13507,22.345000
data,t,13508,22.345000
data,t,13509,22.345000
data,t,13510,22.345000
data,t,13511,22.345000
data,t,13512,22.345000
data,t,13513,22.345000
data,t,13514,22.345000
data,t,13515,22.345000
data,t,13516,22.345000
data,t,13517,22.345000
data,t,13518,22.345000
data,t,13519,22.345000
data,t,13520,22.345000
data,t,13521,22.345000
data,t,13522,22.345000
data,t,13523,22.345000
data,t,13524,22.345000
data,t,13525,22.345000
data,t,13526,22.345000
data,t,13527,22.345000
data,t,13528,22.345000
data,t,13529,22.345000
data,t,13530,22.345000
data,t,13531,22.345000
data,t,13532,22.345000
data,t,13533,22.345000
data,t,13534,22.345000
data,t,13535,22.345000
data,t,13536,22.345000
data,t,13537,22.345000
data,t,13538,22.345000
data,t,13539,22.345000
data,t,13540,22.345000
data,t,13541,22.345000
data,t,13542,22.345000
data,t,13543,22.345000
data,t,13544,22.345000
data,t,13545,22.345000
data,t,13546,22.345000
data,t,13547,22.345000
data,t,13548,22.345000
data,t,13549,22.345000
data,t,13550,22.345000
data,t,13551,22.345000
data,t,13552,22.345000
data,t,13553,22.345000
data,t,13554,22.345000
data,t,13555,22.345000
data,t,13556,22.345000
data,t,13557,22.345000
data,t,13558,22.345000
data,t,13559,22.345000
data,t,13560,22.345000
data,t,13561,22.345000
data,t,13562,22.345000
data,t,13563,22.345000
data,t,13564,22.345000
data,t,13565,22.345000
data,t,13566,22.345000
data,t,13567,22.345000
data,t,13568,22.345000
data,t,13569,22.345000
data,t,13570,22.345000
data,t,13571,22.345000
data,t,13572,22.345000
data,t,13573,22.345000
data,t,13574,22.345000
data,t,13575,22.345000
data,t,13576,22.345000
data,t,13577,22.345000
data,t,13578,22.345000
data,t,13579,22.345000
data,t,13580,22.345000
data,t,13581,22.345000
data,t,13582,22.345000
data,t,13583,22.345000
data,t,13584,22.345000
data,t,13585,22.345000
data,t,13586,22.345000
data,t,13587,22.345000
data,t,13588,22.345000
data,t,13589,22.345000
data,t,13590,22.345000
data,t,13591,22.345000
data,t,13592,22.345000
data,t,13593,22.345000
data,t,13594,22.345000
data,t,13595,22.345000
data,t,13596,22.345000
data,t,13597,22.345000
data,t,13598,22.345000
data,t,13599,22.345000
data,t,13600,22.345000
data,t,13601,22.345000
data,t,13602,22.345000
data,t,13603,22.345000
data,t,13604,22.345000
data,t,13605,22.345000
data,t,13606,22.345000
data,t,13607,22.345000
data,t,13608,22.345000
data,t,13609,22.345000
data,t,13610,22.345000
data,t,13611,22.345000
data,t,13612,22.345000
data,t,13613,22.345000
data,t,13614,22.345000
data,t,13615,22.345000
data,t,13616,22.345000
data,t,13617,22.345000
data,t,13618,22.345000
data,t,13619,22.345000
data,t,13620,22.345000
data,t,13621,22.345000
data,t,13622,22.345000
data,t,13623,22.345000
data,t,13624,22.345000
data,t,13625,22.345000
data,t,13626,22.345000
data,t,13627,22.345000
data,t,13628,22.345000
data,t,13629,22.345000
data,t,13630,22.345000
data,t,13631,22.345000
data,t,13632,22.345000
data,t,13633,22.345000
data,t,13634,22.345000
data,t,13635,22.345000
data,t,13636,22.345000
data,t,13637,22.345000
data,t,13638,22.345000
data,t,13639,22.345000
data,t,13640,22.345000
data,t,13641,22.345000
data,t,13642,22.345000
data,t,13643,22.345000
data,t,13644,22.345000
data,t,13645,22.345000
data,t,13646,22.345000
data,t,13647,22.345000
data,t,13648,22.345000
data,t,13649,22.345000
data,t,13650,22.345000
data,t,13651,22.345000
data,t,13652,22.345000
data,t,13653,22.345000
data,t,13654,22.345000
data,t,13655,22.345000
data,t,13656,22.345000
data,t,13657,22.345000
data,t,13658,22.345000
data,t,13659,22.345000
data,t,13660,22.345000
data,t,13661,22.345000
data,t,13662,22.345000
data,t,13663,22.345000
data,t,13664,22.345000
data,t,13665,22.345000
data,t,13666,22.345000
data,t,13667,22.345000
data,t,13668,22.345000
data,t,13669,22.345000
data,t,13670,22.345000
data,t,13671,22.345000
data,t,13672,22.345000
data,t,13673,22.345000
data,t,13674,22.345000
data,t,13675,22.345000
data,t,13676,22.345000
data,t,13677,22.345000
data,t,13678,22.345000
data,t,13679,22.345000
data,t,13680,22.345000
data,t,13681,22.345000
data,t,13682,22.345000
data,t,13683,22.345000
data,t,13684,22.345000
data,t,13685,22.345000
data,t,13686,22.345000
data,t,13687,22.345000
data,t,13688,22.345000
data,t,13689,22.345000
data,t,13690,22.345000
data,t,13691,22.345000
data,t,13692,22.345000
data,t,13693,22.345000
data,t,13694,22.345000
data,t,13695,22.345000
data,t,13696,22.345000
data,t,13697,22.345000
data,t,13698,22.345000
data,t,13699,22.345000
data,t,13700,22.345000
data,t,13701,22.345000
data,t,13702,22.345000
data,t,13703,22.345000
data,t,13704,22.345000
data,t,13705,22.345000
data,t,13706,22.345000
data,t,13707,22.345000
data,t,13708,22.345000
data,t,13709,22.345000
data,t,13710,22.345000
data,t,13711,22.345000
data,t,13712,22.345000
data,t,13713,22.345000
data,t,13714,22.345000
data,t,13715,22.345000
data,t,13716,22.345000
data,t,13717,22.345000
data,t,13718,22.345000
data,t,13719,22.345000
data,t,13720,22.345000
data,t,13721,22.345000
data,t,13722,22.345000
data,t,13723,22.345000
data,t,13724,22.345000
data,t,13725,22.345000
data,t,13726,22.345000
data,t,13727,22.345000
data,t,13728,22.345000
data,t,13729,22.345000
data,t,13730,22.345000
data,t,13731,22.345000
data,t,13732,22.345000
data,t,13733,22.345000
data,t,13734,22.345000
data,t,13735,22.345000
data,t,13736,22.345000
data,t,13737,22.345000
data,t,13738,22.345000
data,t,13739,22.345000
data,t,13740,22.345000
data,t,13741,22.345000
data,t,13742,22.345000
data,t,13743,22.345000
data,t,13744,22.345000
data,t,13745,22.345000
data,t,13746,22.345000
data,t,13747,22.345000
data,t,13748,22.345000
data,t,13749,22.345000
data,t,13750,22.345000
data,t,13751,22.345000
data,t,13752,22.345000
data,t,13753,22.345000
data,t,13754,22.345000
data,t,13755,22.345000
data,t,13756,22.345000
data,t,13757,22.345000
data,t,13758,22.345000
data,t,13759,22.345000
data,t,13760,22.345000
data,t,13761,22.345000
data,t,13762,22.345000
data,t,13763,22.345000
data,t,13764,22.345000
data,t,13765,22.345000
data,t,13766,22.345000
data,t,13767,22.345000
data,t,13768,22.345000
data,t,13769,22.345000
data,t,13770,22.345000
data,t,13771,22.345000
data,t,13772,22.345000
data,t,13773,22.345000
data,t,13774,22.345000
data,t,13775,22.345000
data,t,13776,22.345000
data,t,13777,22.345000
data,t,13778,22.345000
data,t,13779,22.345000
data,t,13780,22.345000
data,t,13781,22.345000
data,t,13782,22.345000
data,t,13783,22.345000
data,t,13784,22.345000
data,t,13785,22.345000
data,t,13786,22.345000
data,t,13787,22.345000
data,t,13788,22.345000
data,t,13789,22.345000
data,t,13790,22.345000
data,t,13791,22.345000
data,t,13792,22.345000
data,t,13793,22.345000
data,t,13794,22.345000
data,t,13795,22.345000
data,t,13796,22.345000
data,t,13797,22.345000
data,t,13798,22.345000
data,t,13799,22.345000
data,t,13800,22.345000
data,t,13801,22.345000
data,t,13802,22.345000
data,t,13803,22.345000
data,t,13804,22.345000
data,t,13805,22.345000
data,t,13806,22.345000
data,t,13807,22.345000
data,t,13808,22.345000
data,t,13809,22.345000
data,t,13810,22.345000
data,t,13811,22.345000
data,t,13812,22.345000
data,t,13813,22.345000
data,t,13814,22.345000
data,t,13815,22.345000
data,t,13816,22.345000
data,t,13817,22.345000
data,t,13818,22.345000
data,t,13819,22.345000
data,t,13820,22.345000
data,t,13821,22.345000
data,t,13822,22.345000
data,t,13823,22.345000
data,t,13824,22.345000
data,t,13825,22.345000
data,t,13826,22.345000
data,t,13827,22.345000
data,t,13828,22.345000
data,t,13829,22.345000
data,t,13830,22.345000
data,t,13831,22.345000
data,t,13832,22.345000
data,t,13833,22.345000
data,t,13834,22.345000
data,t,13835,22.345000
data,t,13836,22.345000
data,t,13837,22.345000
data,t,13838,22.345000
data,t,13839,22.345000
data,t,13840,22.345000
data,t,13841,22.345000
data,t,13842,22.345000
data,t,13843,22.345000
data,t,13844,22.345000
data,t,13845,22.345000
data,t,13846,22.345000
data,t,13847,22.345000
data,t,13848,22.345000
data,t,13849,22.345000
data,t,13850,22.345000
data,t,13851,22.345000
data,t,13852,22.345000
data,t,13853,22.345000
data,t,13854,22.345000
data,t,13855,22.345000
data,t,13856,22.345000
data,t,13857,22.345000
data,t,13858,22.345000
data,t,13859,22.345000
data,t,13860,22.345000
data,t,13861,22.345000
data,t,13862,22.345000
data,t,13863,22.345000
data,t,13864,22.345000
data,t,13865,22.345000
data,t,13866,22.345000
data,t,13867,22.345000
data,t,13868,22.345000
data,t,13869,22.345000
data,t,13870,22.345000
data,t,13871,22.345000
data,t,13872,22.345000
data,t,13873,22.345000
data,t,13874,22.345000
data,t,13875,22.345000
data,t,13876,22.345000
data,t,13877,22.345000
data,t,13878,22.345000
data,t,13879,22.345000
data,t,13880,22.345000
data,t,13881,22.345000
data,t,13882,22.345000
data,t,13883,22.345000
data,t,13884,22.345000
data,t,13885,22.345000
data,t,13886,22.345000
data,t,13887,22.345000
data,t,13888,22.345000
data,t,13889,22.345000
data,t,13890,22.345000
data,t,13891,22.345000
data,t,13892,22.345000
data,t,13893,22.345000
data,t,13894,22.345000
data,t,13895,22.345000
data,t,13896,22.345000
data,t,13897,22.345000
data,t,13898,22.345000
data,t,13899,22.345000
data,t,13900,22.345000
data,t,13901,22.345000
data,t,13902,22.345000
data,t,13903,22.345000
data,t,13904,22.345000
data,t,13905,22.345000
data,t,13906,22.345000
data,t,13907,22.345000
data,t,13908,22.345000
data,t,13909,22.345000
data,t,13910,22.345000
data,t,13911,22.345000
data,t,13912,22.345000
data,t,13913,22.345000
data,t,13914,22.345000
data,t,13915,22.345000
data,t,13916,22.345000
data,t,13917,22.345000
data,t,13918,22.345000
data,t,13919,22.345000
data,t,13920,22.345000
data,t,13921,22.345000
data,t,13922,22.345000
data,t,13923,22.345000
data,t,13924,22.345000
data,t,13925,22.345000
data,t,13926,22.345000
data,t,13927,22.345000
data,t,13928,22.345000
data,t,13929,22.345000
data,t,13930,22.345000
data,t,13931,22.345000
data,t,13932,22.345000
data,t,13933,22.345000
data,t,13934,22.345000
data,t,13935,22.345000
data,t,13936,22.345000
data,t,13937,22.345000
data,t,13938,22.345000
data,t,13939,22.345000
data,t,13940,22.345000
data,t,13941,22.345000
data,t,13942,22.345000
data,t,13943,22.345000
data,t,13944,22.345000
data,t,13945,22.345000
data,t,13946,22.345000
data,t,13947,22.345000
data,t,13948,22.345000
data,t,13949,22.345000
data,t,13950,22.345000
data,t,13951,22.345000
data,t,13952,22.345000
data,t,13953,22.345000
data,t,13954,22.345000
data,t,13955,22.345000
data,t,13956,22.345000
data,t,13957,22.345000
data,t,13958,22.345000
data,t,13959,22.345000
data,t,13960,22.345000
data,t,13961,22.345000
data,t,13962,22.345000
data,t,13963,22.345000
data,t,13964,22.345000
data,t,13965,22.345000
data,t,13966,22.345000
data,t,13967,22.345000
data,t,13968,22.345000
data,t,13969,22.345000
data,t,13970,22.345000
data,t,13971,22.345000
data,t,13972,22.345000
data,t,13973,22.345000
data,t,13974,22.345000
data,t,13975,22.345000
data,t,13976,22.345000
data,t,13977,22.345000
data,t,13978,22.345000
data,t,13979,22.345000
data,t,13980,22.345000
data,t,13981,22.345000
data,t,13982,22.345000
data,t,13983,22.345000
data,t,13984,22.345000
data,t,13985,22.345000
data,t,13986,22.345000
data,t,13987,22.345000
data,t,13988,22.345000
data,t,13989,22.345000
data,t,13990,22.345000
data,t,13991,22.345000
data,t,13992,22.345000
data,t,13993,22.345000
data,t,13994,22.345000
data,t,13995,22.345000
data,t,13996,22.345000
data,t,13997,22.345000
data,t,13998,22.345000
data,t,13999,22.345000
data,t,14000,22.345000
data,t,14001,22.345000
data,t,14002,22.345000
data,t,14003,22.345000
data,t,14004,22.345000
data,t,14005,22.345000
data,t,14006,22.345000
data,t,14007,22.345000
data,t,14008,22.345000
data,t,14009,22.345000
data,t,14010,22.345000
data,t,14011,22.345000
data,t,14012,22.345000
data,t,14013,22.345000
data,t,14014,22.345000
data,t,14015,22.345000
data,t,14016,22.345000
data,t,14017,22.345000
data,t,14018,22.345000
data,t,14019,22.345000
data,t,14020,22.345000
data,t,14021,22.345000
data,t,14022,22.345000
data,t,14023,22.345000
data,t,14024,22.345000
data,t,14025,22.345000
data,t,14026,22.345000
data,t,14027,22.345000
data,t,14028,22.345000
data,t,14029,22.345000
data,t,14030,22.345000
data,t,14031,22.345000
data,t,14032,22.345000
data,t,14033,22.345000
data,t,14034,22.345000
data,t,14035,22.345000
data,t,14036,22.345000
data,t,14037,22.345000
data,t,14038,22.345000
data,t,14039,22.345000
data,t,14040,22.345000
data,t,14041,22.345000
data,t,14042,22.345000
data,t,14043,22.345000
data,t,14044,22.345000
data,t,14045,22.345000
data,t,14046,22.345000
data,t,14047,22.345000
data,t,14048,22.345000
data,t,14049,22.345000
data,t,14050,22.345000
data,t,14051,22.345000
data,t,14052,22.345000
data,t,14053,22.345000
data,t,14054,22.345000
data,t,14055,22.345000
data,t,14056,22.345000
data,t,14057,22.345000
data,t,14058,22.345000
data,t,14059,22.345000
data,t,14060,22.345000
data,t,14061,22.345000
data,t,14062,22.345000
data,t,14063,22.345000
data,t,14064,22.345000
data,t,14065,22.345000
data,t,14066,22.345000
data,t,14067,22.345000
data,t,14068,22.345000
data,t,14069,22.345000
data,t,14070,22.345000
data,t,14071,22.345000
data,t,14072,22.345000
data,t,14073,22.345000
data,t,14074,22.345000
data,t,14075,22.345000
data,t,14076,22.345000
data,t,14077,22.345000
data,t,14078,22.345000
data,t,14079,22.345000
data,t,14080,22.345000
data,t,14081,22.345000
data,t,14082,22.345000
data,t,14083,22.345000
data,t,14084,22.345000
data,t,14085,22.345000
data,t,14086,22.345000
data,t,14087,22.345000
data,t,14088,22.345000
data,t,14089,22.345000
data,t,14090,22.345000
data,t,14091,22.345000
data,t,14092,22.345000
data,t,14093,22.345000
data,t,14094,22.345000
data,t,14095,22.345000
data,t,14096,22.345000
data,t,14097,22.345000
data,t,14098,22.345000
data,t,14099,22.345000
data,t,14100,22.345000
data,t,14101,22.345000
data,t,14102,22.345000
data,t,14103,22.345000
data,t,14104,22.345000
data,t,14105,22.345000
data,t,14106,22.345000
data,t,14107,22.345000
data,t,14108,22.345000
data,t,14109,22.345000
data,t,14110,22.345000
data,t,14111,22.345000
data,t,14112,22.345000
data,t,14113,22.345000
data,t,14114,22.345000
data,t,14115,22.345000
data,t,14116,22.345000
data,t,14117,22.345000
data,t,14118,22.345000
data,t,14119,22.345000
data,t,14120,22.345000
data,t,14121,22.345000
data,t,14122,22.345000
data,t,14123,22.345000
data,t,14124,22.345000
data,t,14125,22.345000
data,t,14126,22.345000
data,t,14127,22.345000
data,t,14128,22.345000
data,t,14129,22.345000
data,t,14130,22.345000
data,t,14131,22.345000
data,t,14132,22.345000
data,t,14133,22.345000
data,t,14134,22.345000
data,t,14135,22.345000
data,t,14136,22.345000
data,t,14137,22.345000
data,t,14138,22.345000
data,t,14139,22.345000
data,t,14140,22.345000
data,t,14141,22.345000
data,t,14142,22.345000
data,t,14143,22.345000
data,t,14144,22.345000
data,t,14145,22.345000
data,t,14146,22.345000
data,t,14147,22.345000
data,t,14148,22.345000
data,t,14149,22.345000
data,t,14150,22.345000
data,t,14151,22.345000
data,t,14152,22.345000
data,t,14153,22.345000
data,t,14154,22.345000
data,t,14155,22.345000
data,t,14156,22.345000
data,t,14157,22.345000
data,t,14158,22.345000
data,t,14159,22.345000
data,t,14160,22.345000
data,t,14161,22.345000
data,t,14162,22.345000
data,t,14163,22.345000
data,t,14164,22.345000
data,t,14165,22.345000
data,t,14166,22.345000
data,t,14167,22.345000
data,t,14168,22.345000
data,t,14169,22.345000
data,t,14170,22.345000
data,t,14171,22.345000
data,t,14172,22.345000
data,t,14173,22.345000
data,t,14174,22.345000
data,t,14175,22.345000
data,t,14176,22.345000
data,t,14177,22.345000
data,t,14178,22.345000
data,t,14179,22.345000
data,t,14180,22.345000
data,t,14181,22.345000
data,t,14182,22.345000
data,t,14183,22.345000
data,t,14184,22.345000
data,t,14185,22.345000
data,t,14186,22.345000
data,t,14187,22.345000
data,t,14188,22.345000
data,t,14189,22.345000
data,t,14190,22.345000
data,t,14191,22.345000
data,t,14192,22.345000
data,t,14193,22.345000
data,t,14194,22.345000
data,t,14195,22.345000
data,t,14196,22.345000
data,t,14197,22.345000
data,t,14198,22.345000
data,t,14199,22.345000
data,t,14200,22.345000
data,t,14201,22.345000
data,t,14202,22.345000
data,t,14203,22.345000
data,t,14204,22.345000
data,t,14205,22.345000
data,t,14206,22.345000
data,t,14207,22.345000
data,t,14208,22.345000
data,t,14209,22.345000
data,t,14210,22.345000
data,t,14211,22.345000
data,t,14212,22.345000
data,t,14213,22.345000
data,t,14214,22.345000
data,t,14215,22.345000
data,t,14216,22.345000
data,t,14217,22.345000
data,t,14218,22.345000
data,t,14219,22.345000
data,t,14220,22.345000
data,t,14221,22.345000
data,t,14222,22.345000
data,t,14223,22.345000
data,t,14224,22.345000
data,t,14225,22.345000
data,t,14226,22.345000
data,t,14227,22.345000
data,t,14228,22.345000
data,t,14229,22.345000
data,t,14230,22.345000
data,t,14231,22.345000
data,t,14232,22.345000
data,t,14233,22.345000
data,t,14234,22.345000
data,t,14235,22.345000
data,t,14236,22.345000
data,t,14237,22.345000
data,t,14238,22.345000
data,t,14239,22.345000
data,t,14240,22.345000
data,t,14241,22.345000
data,t,14242,22.345000
data,t,14243,22.345000
data,t,14244,22.345000
data,t,14245,22.345000
data,t,14246,22.345000
data,t,14247,22.345000
data,t,14248,22.345000
data,t,14249,22.345000
data,t,14250,22.345000
data,t,14251,22.345000
data,t,14252,22.345000
data,t,14253,22.345000
data,t,14254,22.345000
data,t,14255,22.345000
data,t,14256,22.345000
data,t,14257,22.345000
data,t,14258,22.345000
data,t,14259,22.345000
data,t,14260,22.345000
data,t,14261,22.345000
data,t,14262,22.345000
data,t,14263,22.345000
data,t,14264,22.345000
data,t,14265,22.345000
data,t,14266,22.345000
data,t,14267,22.345000
data,t,14268,22.345000
data,t,14269,22.345000
data,t,14270,22.345000
data,t,14271,22.345000
data,t,14272,22.345000
data,t,14273,22.345000
data,t,14274,22.345000
data,t,14275,22.345000
data,t,14276,22.345000
data,t,14277,22.345000
data,t,14278,22.345000
data,t,14279,22.345000
data,t,14280,22.345000
data,t,14281,22.345000
data,t,14282,22.345000
data,t,14283,22.345000
data,t,14284,22.345000
data,t,14285,22.345000
data,t,14286,22.345000
data,t,14287,22.345000
data,t,14288,22.345000
data,t,14289,22.345000
data,t,14290,22.345000
data,t,14291,22.345000
data,t,14292,22.345000
data,t,14293,22.345000
data,t,14294,22.345000
data,t,14295,22.345000
data,t,14296,22.345000
data,t,14297,22.345000
data,t,14298,22.345000
data,t,14299,22.345000
data,t,14300,22.345000
data,t,14301,22.345000
data,t,14302,22.345000
data,t,14303,22.345000
data,t,14304,22.345000
data,t,14305,22.345000
data,t,14306,22.345000
data,t,14307,22.345000
data,t,14308,22.345000
data,t,14309,22.345000
data,t,14310,22.345000
data,t,14311,22.345000
data,t,14312,22.345000
data,t,14313,22.345000
data,t,14314,22.345000
data,t,14315,22.345000
data,t,14316,22.345000
data,t,14317,22.345000
data,t,14318,22.345000
data,t,14319,22.345000
data,t,14320,22.345000
data,t,14321,22.345000
data,t,14322,22.345000
data,t,14323,22.345000
data,t,14324,22.345000
data,t,14325,22.345000
data,t,14326,22.345000
data,t,14327,22.345000
data,t,14328,22.345000
data,t,14329,22.345000
data,t,14330,22.345000
data,t,14331,22.345000
data,t,14332,22.345000
data,t,14333,22.345000
data,t,14334,22.345000
data,t,14335,22.345000
data,t,14336,22.345000
data,t,14337,22.345000
data,t,14338,22.345000
data,t,14339,22.345000
data,t,14340,22.345000
data,t,14341,22.345000
data,t,14342,22.345000
data,t,14343,22.345000
data,t,14344,22.345000
data,t,14345,22.345000
data,t,14346,22.345000
data,t,14347,22.345000
data,t,14348,22.345000
data,t,14349,22.345000
data,t,14350,22.345000
data,t,14351,22.345000
data,t,14352,22.345000
data,t,14353,22.345000
data,t,14354,22.345000
data,t,14355,22.345000
data,t,14356,22.345000
data,t,14357,22.345000
data,t,14358,22.345000
data,t,14359,22.345000
data,t,14360,22.345000
data,t,14361,22.345000
data,t,14362,22.345000
data,t,14363,22.345000
data,t,14364,22.345000
data,t,14365,22.345000
data,t,14366,22.345000
data,t,14367,22.345000
data,t,14368,22.345000
data,t,14369,22.345000
data,t,14370,22.345000
data,t,14371,22.345000
data,t,14372,22.345000
data,t,14373,22.345000
data,t,14374,22.345000
data,t,14375,22.345000
data,t,14376,22.345000
data,t,14377,22.345000
data,t,14378,22.345000
data,t,14379,22.345000
data,t,14380,22.345000
data,t,14381,22.345000
data,t,14382,22.345000
data,t,14383,22.345000
data,t,14384,22.345000
data,t,14385,22.345000
data,t,14386,22.345000
data,t,14387,22.345000
data,t,14388,22.345000
data,t,14389,22.345000
data,t,14390,22.345000
data,t,14391,22.345000
data,t,14392,22.345000
data,t,14393,22.345000
data,t,14394,22.345000
data,t,14395,22.345000
data,t,14396,22.345000
data,t,14397,22.345000
data,t,14398,22.345000
data,t,14399,22.345000
data,t,14400,22.345000
data,t,14401,22.345000
data,t,14402,22.345000
data,t,14403,22.345000
data,t,14404,22.345000
data,t,14405,22.345000
data,t,14406,22.345000
data,t,14407,22.345000
data,t,14408,22.345000
data,t,14409,22.345000
data,t,14410,22.345000
data,t,14411,22.345000
data,t,14412,22.345000
data,t,14413,22.345000
data,t,14414,22.345000
data,t,14415,22.345000
data,t,14416,22.345000
data,t,14417,22.345000
data,t,14418,22.345000
data,t,14419,22.345000
data,t,14420,22.345000
data,t,14421,22.345000
data,t,14422,22.345000
data,t,14423,22.345000
data,t,14424,22.345000
data,t,14425,22.345000
data,t,14426,22.345000
data,t,14427,22.345000
data,t,14428,22.345000
data,t,14429,22.345000
data,t,14430,22.345000
data,t,14431,22.345000
data,t,14432,22.345000
data,t,14433,22.345000
data,t,14434,22.345000
data,t,14435,22.345000
data,t,14436,22.345000
data,t,14437,22.345000
data,t,14438,22.345000
data,t,14439,22.345000
data,t,14440,22.345000
data,t,14441,22.345000
data,t,14442,22.345000
data,t,14443,22.345000
data,t,14444,22.345000
data,t,14445,22.345000
data,t,14446,22.345000
data,t,14447,22.345000
data,t,14448,22.345000
data,t,14449,22.345000
data,t,14450,22.345000
data,t,14451,22.345000
data,t,14452,22.345000
data,t,14453,22.345000
data,t,14454,22.345000
data,t,14455,22.345000
data,t,14456,22.345000
data,t,14457,22.345000
data,t,14458,22.345000
data,t,14459,22.345000
data,t,14460,22.345000
data,t,14461,22.345000
data,t,14462,22.345000
data,t,14463,22.345000
data,t,14464,22.345000
data,t,14465,22.345000
data,t,14466,22.345000
data,t,14467,22.345000
data,t,14468,22.345000
data,t,14469,22.345000
data,t,14470,22.345000
data,t,14471,22.345000
data,t,14472,22.345000
data,t,14473,22.345000
data,t,14474,22.345000
data,t,14475,22.345000
data,t,14476,22.345000
data,t,14477,22.345000
data,t,14478,22.345000
data,t,14479,22.345000
data,t,14480,22.345000
data,t,14481,22.345000
data,t,14482,22.345000
data,t,14483,22.345000
data,t,14484,22.345000
data,t,14485,22.345000
data,t,14486,22.345000
data,t,14487,22.345000
data,t,14488,22.345000
data,t,14489,22.345000
data,t,14490,22.345000
data,t,14491,22.345000
data,t,14492,22.345000
data,t,14493,22.345000
data,t,14494,22.345000
data,t,14495,22.345000
data,t,14496,22.345000
data,t,14497,22.345000
data,t,14498,22.345000
data,t,14499,22.345000
data,t,14500,22.345000
data,t,14501,22.345000
data,t,14502,22.345000
data,t,14503,22.345000
data,t,14504,22.345000
data,t,14505,22.345000
data,t,14506,22.345000
data,t,14507,22.345000
data,t,14508,22.345000
data,t,14509,22.345000
data,t,14510,22.345000
data,t,14511,22.345000
data,t,14512,22.345000
data,t,14513,22.345000
data,t,14514,22.345000
data,t,14515,22.345000
data,t,14516,22.345000
data,t,14517,22.345000
data,t,14518,22.345000
data,t,14519,22.345000
data,t,14520,22.345000
data,t,14521,22.345000
data,t,14522,22.345000
data,t,14523,22.345000
data,t,14524,22.345000
data,t,14525,22.345000
data,t,14526,22.345000
data,t,14527,22.345000
data,t,14528,22.345000
data,t,14529,22.345000
data,t,14530,22.345000
data,t,14531,22.345000
data,t,14532,22.345000
data,t,14533,22.345000
data,t,14534,22.345000
data,t,14535,22.345000
data,t,14536,22.345000
data,t,14537,22.345000
data,t,14538,22.345000
data,t,14539,22.345000
data,t,14540,22.345000
data,t,14541,22.345000
data,t,14542,22.345000
data,t,14543,22.345000
data,t,14544,22.345000
data,t,14545,22.345000
data,t,14546,22.345000
data,t,14547,22.345000
data,t,14548,22.345000
data,t,14549,22.345000
data,t,14550,22.345000
data,t,14551,22.345000
data,t,14552,22.345000
data,t,14553,22.345000
data,t,14554,22.345000
data,t,14555,22.345000
data,t,14556,22.345000
data,t,14557,22.345000
data,t,14558,22.345000
data,t,14559,22.345000
data,t,14560,22.345000
data,t,14561,22.345000
data,t,14562,22.345000
data,t,14563,22.345000
data,t,14564,22.345000
data,t,14565,22.345000
data,t,14566,22.345000
data,t,14567,22.345000
data,t,14568,22.345000
data,t,14569,22.345000
data,t,14570,22.345000
data,t,14571,22.345000
data,t,14572,22.345000
data,t,14573,22.345000
data,t,14574,22.345000
data,t,14575,22.345000
data,t,14576,22.345000
data,t,14577,22.345000
data,t,14578,22.345000
data,t,14579,22.345000
data,t,14580,22.345000
data,t,14581,22.345000
data,t,14582,22.345000
data,t,14583,22.345000
data,t,14584,22.345000
data,t,14585,22.345000
data,t,14586,22.345000
data,t,14587,22.345000
data,t,14588,22.345000
data,t,14589,22.345000
data,t,14590,22.345000
data,t,14591,22.345000
data,t,14592,22.345000
data,t,14593,22.345000
data,t,14594,22.345000
data,t,14595,22.345000
data,t,14596,22.345000
data,t,14597,22.345000
data,t,14598,22.345000
data,t,14599,22.345000
data,t,14600,22.345000
data,t,14601,22.345000
data,t,14602,22.345000
data,t,14603,22.345000
data,t,14604,22.345000
data,t,14605,22.345000
data,t,14606,22.345000
data,t,14607,22.345000
data,t,14608,22.345000
data,t,14609,22.345000
data,t,14610,22.345000
data,t,14611,22.345000
data,t,14612,22.345000
data,t,14613,22.345000
